,p,13
,a,2
,b,7
,count,16
x,y,z
0,1,0
1,6,1
1,7,1
3,1,1
3,12,1
4,1,1
4,12,1
5,5,1
5,8,1
6,1,1
6,12,1
7,0,1
9,0,1
10,0,1
12,2,1
12,11,1
