,p,23
,a,1
,b,1
,count,28
x,y,z
0,1,0
0,1,1
0,22,1
1,7,1
1,16,1
3,10,1
3,13,1
4,0,1
5,4,1
5,19,1
6,4,1
6,19,1
7,11,1
7,12,1
9,7,1
9,16,1
11,3,1
11,20,1
12,4,1
12,19,1
13,7,1
13,16,1
17,3,1
17,20,1
18,3,1
18,20,1
19,5,1
19,18,1
