,p,19
,a,2
,b,1
,count,27
x,y,z
0,1,0
0,1,1
0,18,1
1,2,1
1,17,1
4,4,1
4,15,1
6,1,1
6,18,1
7,4,1
7,15,1
8,4,1
8,15,1
9,8,1
9,11,1
11,9,1
11,10,1
12,9,1
12,10,1
13,1,1
13,18,1
15,9,1
15,10,1
16,5,1
16,14,1
18,6,1
18,13,1
