,p,31
,a,11
,b,5
,count,32
x,y,z
0,1,0
0,6,1
0,25,1
2,2,1
2,29,1
4,12,1
4,19,1
6,15,1
6,16,1
8,4,1
8,27,1
11,0,1
12,6,1
12,25,1
13,12,1
13,19,1
14,12,1
14,19,1
19,6,1
19,25,1
20,14,1
20,17,1
22,13,1
22,18,1
23,5,1
23,26,1
24,9,1
24,22,1
25,8,1
25,23,1
28,10,1
28,21,1
